TIPO ;SITUAÇÃO;Cód.Equipamento;Cod. Material;Descrição;OC;Qtde. Solicitada;Qtde. Pendente;Qtde. Entregue;Data da Solicitação;Data O.C.;Dias p/ entrega;Status entrega;Data p/ entrega;Dias para OC ser gerada;Nr. Solicitação;Nr. Requisição;Nr. O.C.;Cód. Obj Custo;Descrição Obj. Custo;Valor Última Compra;Cod. Fornecedor;Fornecedor;Cidade;Estado;Status;Índice;Status no Almoxarifado;Ref.1;N_SOLIC;N_OC;Teste;Dias s/ O.C.;Mês
Caminhões;;1009;61395;61395 - ANEL DE VEDACAO CAIXA DE TRANSF. REF: A004 997 7848 ( MBB 2318 );Tem OC;1;0;1;06/06/2025;11/06/2025;0  DC;Atrasado;11/06/2025;5;406264;;168986;221;Almoxarifados - Estoque geral;R$ 3,00;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;1;0;;junho
Tratores;;2025;61408;61408 - PARAFUSO REF: 21M7271 ( JOHN DEERE 7505 );Tem OC;10;0;10;12/03/2025;24/03/2025;;;;12;395862;1136056;165467;696;Tratores Colheita;R$ 12,80;3238;VENEZA              ;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;0;março
Tratores;;2027;61408;61408 - PARAFUSO REF: 21M7271 ( JOHN DEERE 7505 );Apenas Solicitação;10;10;0;09/05/2025;;;;;Aguardando OC;402149;;0;221;Almoxarifados - Estoque geral;R$ 12,80;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Carregadeiras;;3024;61470;61470 - EIXO PRINCIPAL REF: 8391-7800 ( VALTRA BM 100 );Tem OC;1;0;1;20/06/2025;01/07/2025;1  DC;Atrasado;02/07/2025;11;408590;;170152;221;Almoxarifados - Estoque geral;R$ 923,66;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;junho
Carregadeiras;;3027;61498;61498 - BUCHA REF: 2075-0243 ( IMPLEM. SANTAL );Apenas Solicitação;8;8;0;30/04/2025;;;;;Aguardando OC;401015;;0;221;Almoxarifados - Estoque geral;R$ 155,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;abril
Máquinas pesadas;;4008;61527;61527 - PARAFUSO REF: 627-16035 ( CASE 821 E );Tem OC;2;0;2;16/05/2025;26/05/2025;2  DC;Atrasado;28/05/2025;10;403190;;168128;221;Almoxarifados - Estoque geral;R$ 159,92;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,076923077;0;;maio
Veic. Leves;;56;61632;61632 - MOTOR PARTIDA TITAN150/BROS150 06/15;Tem OC;1;0;1;16/06/2025;18/06/2025;0  DC;Atrasado;18/06/2025;2;407735;;169528;221;Almoxarifados - Estoque geral;R$ 106,93;6880;AUTO NORTE;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;junho
Veic. Leves;;Estoque - Veic. Leves;61632;61632 - MOTOR DE PARTIDA MOTO BROS 160 REF: 90205900 MAGNETRON;Tem OC;3;0;3;16/06/2025;18/06/2025;;;;2;407738;;169528;221;Almoxarifados - Estoque geral;R$ 141,79;;;;;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;junho
Tratores;;2052;61673;61673 - RETENTOR REF: 022518P1 ( TRATOR MF 7180 );Tem OC;2;0;2;09/05/2025;14/05/2025;1  DC;Atrasado;15/05/2025;5;402336;;167576;221;Almoxarifados - Estoque geral;R$ 39,06;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;maio
Oficina Geral;;Oficina Diversos;61857;61857 - MANGUEIRA DE AR COMPRIMIDO 3/8 300PSI;Tem OC;50;0;50;21/04/2025;29/04/2025;;;;8;400002;;166958;221;Almoxarifados - Estoque geral;R$ 187,50;4829;FERRAMENTEC;João Pessoa;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;;abril
Colhedoras;;Estoque - Colhedoras;61903;61903 - POLIA CENTRAL REF: CB01437522 (COLHEDORA JD CH670);Tem OC;4;0;4;28/05/2025;03/06/2025;1  DC;Atrasado;04/06/2025;6;405024;;168574;221;Almoxarifados - Estoque geral;R$ 1.850,96;12397;UNIMIL INDÚSTRIA ;Piracicaba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,142857143;0;;maio
Caminhões;;1029;62073;62073 - VALVULA SOLENOIDE AÇO/PLÁSTICO REF - A0009973512;Apenas Solicitação;1;1;;18/07/2025;;;;;Aguardando OC;412266;;0;221;Almoxarifados - Estoque geral;704,29;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Lubrificação;;Lubrificação;62123;62123 - GRAXEIRO RETO 7/16;Apenas Solicitação;100;100;;11/07/2025;;;;;Aguardando OC;411290;;0;221;Almoxarifados - Estoque geral;1,44;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Tratores;;2044;62147;62147 - RETENTOR REF: 51516R1 ( MF 4292 );Tem OC;1;0;1;29/05/2025;03/06/2025;;;;5;405096;;168573;221;Almoxarifados - Estoque geral;R$ 55,00;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,166666667;0;;maio
Tratores;;2044;62150;62150 - RETENTOR REF: 51518R1 ( MF 4292 );Tem OC;1;0;1;29/05/2025;03/06/2025;;;;5;405094;;168572;221;Almoxarifados - Estoque geral;R$ 19,00;10083;AGROMAQUINA COMERCIO VAREJISTA DE PEÇAS ;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;maio
Tratores;;2044;62151;62151 - ANEL REF: 8630-9400 ( MF 4292 );Tem OC;1;0;1;29/05/2025;03/06/2025;;;;5;405095;;168571;221;Almoxarifados - Estoque geral;R$ 6,93;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,125;0;;maio
Oficina Geral;;Oficina diversos;62171;62171 - TOMADA DUPLA 20A STYLUS (SIMPLES) ILUMI;Apenas Solicitação;5;5;;21/06/2025;;;;;Aguardando OC;408740;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Caminhões;;1025;62249;62249 - ACABAMENTO CENTRAL DO PARACHOQUE REF: A940 885 0122 ( MBB 3340 );Apenas Solicitação;1;1;;11/07/2025;;;;;Aguardando OC;411257;;0;221;Almoxarifados - Estoque geral;386,26;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
;;Estoque ;62404;62404 - MOLA DO BANCO REF: 4090-3102 ( JCB 3CX );Tem OC;2;2;;07/07/2025;12/07/2025;0  DC;Atrasado;12/07/2025;5;410526;;170838;221;Almoxarifados - Estoque geral;483,01;10413;NORMAQ;Recife;PE;Pendente;;Entrega pendente;1;1;0,5;0;;julho
Caminhões;;1023;62544;62544 - BORRACHA DA SAIA DO RADIADOR REF: A696 505 7086 ( MBB 2638 );Tem OC;1;0;1;13/06/2025;23/06/2025;0  DC;Atrasado;23/06/2025;10;407577;;169646;221;Almoxarifados - Estoque geral;R$ 182,52;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,125;0;;junho
Oficina Geral;;Oficina Diversos;62566;62566 - VENTILADOR DE PAREDE ARNO ULTRA SILENCE FORCE VD51 50CM 6 PÁS 3 VELOCIDADES PRETO;Apenas Solicitação;1;1;0;26/03/2025;;;;;Aguardando OC;397180;1139480;0;94;Administração/Controle Oficina Agrícola;R$ 265,09;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;março
Caminhões;;1024;62639;62639 - TAMPA DA CAIXA DE BATERIA REF: A941 541 0103 ( MBB 2544 );Apenas Solicitação;1;1;;19/07/2025;;;;;Aguardando OC;412438;;0;221;Almoxarifados - Estoque geral;136,27;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Tratores;;2057;62653;62653 - ARO DE RODA C/ DISCO 18.4-26 DIANTEIRO ( TRATOR VALTRA BH 180 );Tem OC;2;2;;28/06/2025;04/07/2025;0  DC;Atrasado;04/07/2025;6;409301;;170433;221;Almoxarifados - Estoque geral;R$ 1.690,01;9400;RODACO INDUSTRIA E COMERCIO DE ESTOFADOS;Charqueadas;RS;Pendente;;Entrega pendente;1;1;1;0;;junho
Máquinas pesadas;;4009;62699;62699 - PINO REF: 7532-7104 ( CASE CX 220 B );Tem OC;2;0;2;22/04/2025;02/05/2025;;;;10;400086;;166979;221;Almoxarifados - Estoque geral;R$ 1.371,76;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,047619048;0;;abril
Máquinas pesadas;;4009;62700;62700 - VEDACAO REF: 7141-5158 ( CASE CX 220 B );Tem OC;4;0;4;22/04/2025;02/05/2025;;;;10;400076;;166980;221;Almoxarifados - Estoque geral;R$ 14,63;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;abril
Máquinas pesadas;;4009;62700;62700 - VEDACAO REF: 7141-5158 ( CASE CX 220 B );Tem OC;8;0;8;22/04/2025;02/05/2025;;;;10;400085;;166980;221;Almoxarifados - Estoque geral;R$ 14,63;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;abril
Oficina Geral;;Oficina diversos;62714;62714 - ALICATE CURVO COM MOLA REF: 8000-A21;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408776;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Máquinas pesadas;;4008;62812;62812 - PARAFUSO REF: 1489-70A1 ( CASE 621D );Tem OC;4;0;4;16/05/2025;26/05/2025;1  DC;Atrasado;27/05/2025;10;403214;;168130;221;Almoxarifados - Estoque geral;R$ 38,80;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,019230769;0;;maio
Máquinas pesadas;;4008;62813;62813 - DISCO REF: 7110-2762 ( CASE 621D );Tem OC;16;0;16;16/05/2025;26/05/2025;6  DC;Atrasado;01/06/2025;10;403215;;168180;221;Almoxarifados - Estoque geral;R$ 159,92;9763;ENCOPEL - TRIEX;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;maio
Máquinas pesadas;;4008;62815;62815 - BUCHA REF: 8745-7102 ( CASE 621D );Tem OC;2;0;2;17/05/2025;26/05/2025;6  DC;Atrasado;01/06/2025;9;403319;;168130;221;Almoxarifados - Estoque geral;R$ 383,23;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,019230769;0;;maio
Caminhões;;1046;62933;62933 - VOLANTE DIRECIONAL AXOR MBB 3344 REF: A9584640301 (ORIGINAL);Tem OC;1;0;1;27/03/2025;09/04/2025;;;;13;397298;1139812;166071;689;Caminhões Colheita;R$ 1.570,45;2106;UNIDAS              ;João Pessoa;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;0;março
Caminhões;;1038;62933;62933 - VOLANTE DIRECIONAL AXOR MBB 3344 REF: A9584640301 (ORIGINAL);Tem OC;1;0;1;28/05/2025;02/06/2025;;;;5;404948;;168500;221;Almoxarifados - Estoque geral;R$ 1.570,45;2106;UNIDAS              ;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;maio
Caminhões;;1025;62949;62949 - RADIADOR DE OLEO MOTOR OM 457 LA III REF: A002 188 8001 ( MBB 3340 );Tem OC;1;0;1;26/03/2025;04/04/2025;;;;9;397340;1139848;0;690;Caminhões Plantio;R$ 1.310,00;;;;;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0;1;#REF!;março
Caminhões;;1025;62950;62950 - JOGO DE JUNTA DO MOTOR OM 457 LA III COMPLETO REF. SABÓ 80394 ( MBB 3340 );Tem OC;1;0;1;09/05/2025;10/05/2025;;;;1;402154;;0;221;Almoxarifados - Estoque geral;R$ 1.900,00;3163;PACAEMBU            ;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0;1;#REF!;maio
Colhedoras;;5003;63128;63128 - ISOLANTE REF: CB01486650 ( COLHEDORA JD CH670 );Tem OC;6;6;;30/06/2025;04/07/2025;1  DC;Atrasado;05/07/2025;4;409365;;170439;221;Almoxarifados - Estoque geral;R$ 135,00;14644;GEOMAQ ;São José do Rio Preto;SP;Pendente;;Entrega pendente;1;1;0,5;0;;junho
Caminhões;;1023;63355;63355 - BOTAO VALVULA BANCO DE AR REF: 2R2881251A ( MBB 3344 );Tem OC;1;0;1;13/06/2025;18/06/2025;10  UT;Atrasado;28/06/2025;5;407594;;169398;221;Almoxarifados - Estoque geral;R$ 235,88;2106;UNIDAS              ;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;1;0;;junho
Estoque;;Estoque;63439;63439 - OLEO HIDRAULICO SAE 10W-30 PLUS-4 CQM14194;Apenas Solicitação;1045;1045;;04/07/2025;;;;;Aguardando OC;410285;;;221;;R$ 44,47;;;;;Pendente;;Entrega pendente;;#DIV/0!;0;1;;julho
Máquinas pesadas;;4008;63945;63945 - JUNTA REF: 8603-281 (CASE 821 E);Tem OC;2;0;2;17/05/2025;26/05/2025;1  DC;Atrasado;27/05/2025;9;403318;;168130;221;Almoxarifados - Estoque geral;R$ 1.364,85;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,019230769;0;;maio
Máquinas pesadas;;4008;63946;63946 - ISOLADOR REF: 3611-87A1 (CASE 821 E);Tem OC;3;0;3;17/05/2025;26/05/2025;1  DC;Atrasado;27/05/2025;9;403317;;168130;221;Almoxarifados - Estoque geral;R$ 31,39;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,019230769;0;;maio
Máquinas pesadas;;4017;63955;63955 - ANEL REF: 8604-229 (CASE 821 E);Tem OC;1;1;;03/07/2025;12/07/2025;0  DC;Atrasado;12/07/2025;9;410074;;170797;221;Almoxarifados - Estoque geral;130;8064;LUBRAÇO COMERCIAL;São Paulo;SP;Pendente;;Entrega pendente;1;1;0,2;0;;julho
Máquinas pesadas;;4017;63975;63975 - ORING REF: 8603-527 (CASE 821 E);Tem OC;2;2;;03/07/2025;12/07/2025;2  DC;Atrasado;14/07/2025;9;410070;;170796;221;Almoxarifados - Estoque geral;3,94;9863;ITALPRATES;São Paulo;SP;Pendente;;Entrega pendente;1;1;0,071428571;0;;julho
Máquinas pesadas;;4017;64038;64038 - ORING REF: 238-6025 (CASE 821 E);Tem OC;12;0;12;08/05/2025;17/05/2025;6  DC;Atrasado;23/05/2025;9;401953;;167855;221;Almoxarifados - Estoque geral;R$ 2,22;3337;FORNECEDORA         ;Campina Grande;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;;maio
Máquinas pesadas;;4017;64039;64039 - ORING REF: 637-64386 (CASE 821 E);Tem OC;8;0;8;08/05/2025;17/05/2025;2  DC;Atrasado;19/05/2025;9;401954;;167854;221;Almoxarifados - Estoque geral;R$ 8,80;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;maio
Máquinas pesadas;;4017;64045;64045 - ORING REF: 238-6011 (CASE 821 E);Tem OC;4;0;4;08/05/2025;17/05/2025;6  DC;Atrasado;23/05/2025;9;401957;;167855;221;Almoxarifados - Estoque geral;R$ 7,76;3337;FORNECEDORA         ;Campina Grande;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;;maio
Máquinas pesadas;;4011;64115;64115 - CAPA 9D-3241 NTN (MOTONIVELADORA CATERPILLAR 120K);Tem OC;2;0;2;25/04/2025;29/04/2025;;;;4;400638;;166951;221;Almoxarifados - Estoque geral;R$ 320,00;15573;HIDRAU TORQUE - FILIAL PE;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,333333333;0;;abril
Máquinas pesadas;;4011;64116;64116 - CONE 9D - 3242 NTN (MOTONIVELADORA CATERPILLAR 120K);Tem OC;4;0;4;25/04/2025;29/04/2025;;;;4;400639;;166951;221;Almoxarifados - Estoque geral;R$ 1.320,00;15573;HIDRAU TORQUE - FILIAL PE;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,333333333;0;;abril
Máquinas pesadas;;4011;64118;64118 - CAPA 2N - 2138 NTN (MOTONIVELADORA CATERPILLAR 120K);Tem OC;2;0;2;25/04/2025;29/04/2025;;;;4;400640;;166951;221;Almoxarifados - Estoque geral;R$ 240,00;15573;HIDRAU TORQUE - FILIAL PE;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,333333333;0;;abril
Máquinas pesadas;;4011;64119;64119 - CONE 2N - 2139 NTN (MOTONIVELADORA CATERPILLAR 120K);Tem OC;2;0;2;25/04/2025;29/04/2025;;;;4;400641;;166952;221;Almoxarifados - Estoque geral;R$ 533,94;13183;RECH AGRICOLA S/A;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;;abril
Tratores;;2027;64193;64193 - MOLA REF: R222602;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407414;;0;221;Almoxarifados - Estoque geral;R$ 50,76;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;64195;64195 - MOLA DE COMPRESSÃO REF: R95353;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407415;;0;221;Almoxarifados - Estoque geral;19,28;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;64197;64197 - MOLA DE COMPRESSAO REF: R95354;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407416;;0;221;Almoxarifados - Estoque geral;R$ 34,81;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Caminhões;;1023;64313;64313 - DEFLETOR SUPERIOR DA RODA TRASEIRA REF: A346 423 0820 ( MBB 2638 );Tem OC;2;0;2;13/06/2025;23/06/2025;0  DC;Atrasado;23/06/2025;10;407565;;169646;221;Almoxarifados - Estoque geral;R$ 169,56;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;;Aguardando retirada;;#DIV/0!;0;0;;junho
Caminhões;;1022;64313;64313 - DEFLETOR SUPERIOR DA RODA TRASEIRA REF: A346 423 0820 ( MBB 2638 );Apenas Solicitação;1;1;;19/07/2025;;;;;Aguardando OC;412470;;0;221;Almoxarifados - Estoque geral;169,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caminhões;;1025;64335;64335 - BOMBA DE OLEO DO MOTOR OM 457 LA REF. 4571800801 (MBB 3344);Tem OC;1;0;1;27/03/2025;04/04/2025;;;;8;397333;1139848;165800;690;Caminhões Plantio;R$ 864,00;3163;PACAEMBU            ;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,166666667;0;0;março
Tratores;;2052;64389;64389 - CONE REF: 8325-90M1 ( TRATOR MF 7180 );Tem OC;4;0;4;09/05/2025;14/05/2025;1  DC;Atrasado;15/05/2025;5;402340;;167576;221;Almoxarifados - Estoque geral;R$ 5,83;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;maio
Tratores;;2052;64390;64390 - CAPA REF: 8318-94M1 ( TRATOR MF 7180 );Tem OC;4;0;4;09/05/2025;14/05/2025;;;;5;402339;;167577;;;R$ 1.520,00;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,333333333;0;0;maio
Caminhões;;1023;64434;64434 - DEFLETOR INFERIOR DA RODA TRASEIRA REF: A346 423 0920 ( MBB 2638 );Tem OC;4;0;4;13/06/2025;23/06/2025;0  DC;Atrasado;23/06/2025;10;407564;;169646;221;Almoxarifados - Estoque geral;R$ 628,00;15908;E2 SOLUÇÕES PNEUMÁTICAS;Pitangueiras;SP;Pedido entregue!;;Aguardando retirada;;#DIV/0!;0;0;;junho
Caminhões;;1022;64434;64434 - DEFLETOR INFERIOR DA RODA TRASEIRA REF: A346 423 0920 ( MBB 2638 );Apenas Solicitação;1;1;;19/07/2025;;;;;Aguardando OC;412469;;0;221;Almoxarifados - Estoque geral;169,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caminhões;;1025;64638;64638 - BIELA DO MOTOR OM 457 REF: A457 030 0120 ( MBB 3340 );Tem OC;1;0;1;09/05/2025;10/05/2025;;;;1;402168;;0;221;Almoxarifados - Estoque geral;R$ 900,00;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0;1;#REF!;maio
Caminhões;;1025;64638;64638 - BIELA DO MOTOR OM 457 REF: A457 030 0120 ( MBB 3340 );Apenas Solicitação;5;5;;19/06/2025;;;;;Aguardando OC;408496;;0;221;Almoxarifados - Estoque geral;R$ 899,96;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Caminhões;;1030;64816;64816 - EIXO INTERMEDIARIO G-240 16-S REF: 945 263 2902 ( MBB 3340 );Tem OC;1;1;;14/07/2025;19/07/2025;0  DC;Atrasado;19/07/2025;5;411667;;171188;221;Almoxarifados - Estoque geral;3521;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pendente;;Entrega pendente;1;1;0,111111111;0;;julho
Máquinas pesadas;;4011;64907;64907 - COTOVELO REF: 266-7650 ( CATERPILLAR 120K );Tem OC;1;0;1;13/05/2025;15/05/2025;;;;2;402730;;167755;;;R$ 342,49;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,25;0;0;maio
Máquinas pesadas;;4011;64908;64908 - MANGUEIRA REF: 266-7651 ( CATERPILLAR 120K );Tem OC;1;0;1;13/05/2025;15/05/2025;;;;2;402731;;167755;;;R$ 173,60;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,25;0;0;maio
Tratores;;2036;65160;65160 - CALCO REF: 820810 ( VALTRA BH 180 );Tem OC;1;0;1;28/02/2025;20/03/2025;;;;20;394760;1133066;165173;692;Tratores Preparo Solo;R$ 111,22;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,1;0;0;fevereiro
Tratores;;2036;65162;65162 - CALCO REF: 221610 ( VALTRA BH 180 );Tem OC;2;0;2;28/02/2025;20/03/2025;;;;20;394762;1133066;165175;692;Tratores Preparo Solo;R$ 2,86;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;0;fevereiro
Tratores;;2036;65163;65163 - ROLAMENTO REF: 265150 ( VALTRA BH 180 );Tem OC;2;0;2;28/02/2025;20/03/2025;;;;20;394763;1133066;165173;692;Tratores Preparo Solo;R$ 381,00;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,1;0;0;fevereiro
Carregadeiras;;3015;65606;65606 - VOLANTE REF: 3288-9010 ( VALTRA BM100 );Tem OC;1;0;1;24/03/2025;09/04/2025;;;;16;397040;1138870;166042;112;Carregadeiras Colheita;R$ 250,46;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,1;0;0;março
Tratores;;2045;65606;65606 - VOLANTE REF: 3288-9010 ( VALTRA BM100 );Tem OC;1;0;1;06/06/2025;18/06/2025;1  DC;Atrasado;19/06/2025;12;406313;;169372;221;Almoxarifados - Estoque geral;R$ 250,46;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,038461538;0;;junho
Carregadeiras;;3028;65606;65606 - VOLANTE REF: 3288-9010 ( VALTRA BM100 );Apenas Solicitação;1;1;;14/07/2025;;;;;Aguardando OC;411556;;0;221;Almoxarifados - Estoque geral;269,96;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Oficina Geral;;Oficina Diversos;65786;65786 - LIXADEIRA ROTO ORBITAL ROQUITE PNEUMÁTICA 6 POL. - CHARBS;Apenas Solicitação;1;1;0;23/04/2025;;;;;Aguardando OC;400274;;0;221;Almoxarifados - Estoque geral;R$ 359,00;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Carregadeiras;;3023;65928;65928 - ANEL ESPACADOR REF: 3025-1100 ( VALTRA BM 100 );Tem OC;1;0;1;09/05/2025;15/05/2025;;;;6;402301;;167747;;;R$ 36,89;10083;AGROMAQUINA COMERCIO VAREJISTA DE PEÇAS ;Bayeux;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,2;0;0;maio
Carregadeiras;;3014;65931;65931 - CALCO REF: 3002-1200 ( VALTRA BM 100 );Tem OC;1;0;1;09/05/2025;14/05/2025;;;;5;402219;;167578;;;R$ 7,27;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,083333333;0;0;maio
Tratores;;2030;66109;66109 - KIT RETENTOR REF: RE47305 ( JOHN DEERE 7505 );Tem OC;1;0;1;11/02/2025;17/02/2025;;;;6;392067;1127366;164322;696;Tratores Colheita;R$ 49,88;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2064;66111;66111 - JUNTA REF: R281577 ( JOHN DEERE 7505 );Tem OC;1;1;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407266;;170490;221;Almoxarifados - Estoque geral;R$ 225,74;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Tratores;;2064;66113;66113 - PLATO DE EMBREAGEM REF: R216291 ( JOHN DEERE 7505 );Tem OC;2;2;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407281;;170490;221;Almoxarifados - Estoque geral;R$ 207,22;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Tratores;;2064;66114;66114 - PLATO DE EMBREAGEM REF: R216293 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407291;;0;221;Almoxarifados - Estoque geral;R$ 305,13;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;66249;66249 - MOLA REF: R104814 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407424;;0;221;Almoxarifados - Estoque geral;11,84;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;66249;66249 - MOLA REF: R104814 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407513;;0;221;Almoxarifados - Estoque geral;11,84;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2064;66254;66254 - JUNTA REF: R158505 ( JOHN DEERE 7505 );Tem OC;1;1;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407253;;170490;221;Almoxarifados - Estoque geral;R$ 18,50;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Tratores;;2027;66255;66255 - MOLA DE COMPRESSAO REF: R104815 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407425;;0;221;Almoxarifados - Estoque geral;16,2;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
